system:index,VH_diss,VV_asm,VV_contrast,VV_corr,VV_ent,date,location,.geo
0,20.32575757575758,0.0051109331955922705,670.4379545454544,0.418851066177901,5.297700298531911,2024-01,Location_1,"{""type"":""Point"",""coordinates"":[113.60427920000001,-8.134669899999999]}"
1,19.071212121212124,0.00512968319559227,669.2386742424243,0.42894694920942616,5.2948502854003126,2024-01,Location_2,"{""type"":""Point"",""coordinates"":[114.29116100000002,-8.342823]}"
2,17.215530303030306,0.005282885674931113,620.1500757575758,0.3367767476203836,5.280162877020129,2024-01,Location_3,"{""type"":""Point"",""coordinates"":[114.28189500000002,-8.338908]}"
3,20.251780303030305,0.0051516184573002595,633.5581818181819,0.3571599866360351,5.291922532137088,2024-01,Location_4,"{""type"":""Point"",""coordinates"":[114.23823400000002,-8.267071]}"
4,17.263371212121214,0.005194473140495852,563.2191666666665,0.15850277289274575,5.2847300444714325,2024-01,Location_5,"{""type"":""Point"",""coordinates"":[114.28938500000001,-8.271245]}"
5,19.071212121212124,0.00512968319559227,669.2386742424243,0.42894694920942616,5.2948502854003126,2024-01,Location_6,"{""type"":""Point"",""coordinates"":[114.29116100000002,-8.342823]}"
6,17.215530303030306,0.005282885674931113,620.1500757575758,0.3367767476203836,5.280162877020129,2024-01,Location_7,"{""type"":""Point"",""coordinates"":[114.28189500000002,-8.338908]}"
7,20.251780303030305,0.0051516184573002595,633.5581818181819,0.3571599866360351,5.291922532137088,2024-01,Location_8,"{""type"":""Point"",""coordinates"":[114.23823400000002,-8.267071]}"
8,17.263371212121214,0.005194473140495852,563.2191666666665,0.15850277289274575,5.2847300444714325,2024-01,Location_9,"{""type"":""Point"",""coordinates"":[114.28938500000001,-8.271245]}"
9,16.737689393939398,0.005282265840220369,490.87007575757576,0.3597931290990111,5.2741292277324385,2024-01,Location_10,"{""type"":""Point"",""coordinates"":[113.5869116,-8.153924099999998]}"
10,17.642992424242426,0.005302289944903566,455.38045454545454,0.24761274507378048,5.270713436496087,2024-01,Location_11,"{""type"":""Point"",""coordinates"":[114.24600000000001,-8.274598]}"
11,17.642992424242426,0.005302289944903566,455.38045454545454,0.24761274507378048,5.270713436496087,2024-01,Location_12,"{""type"":""Point"",""coordinates"":[114.24600000000001,-8.274598]}"
12,16.148712121212125,0.005296022727272712,410.0979924242425,0.19216727107068646,5.272963440488181,2024-01,Location_13,"{""type"":""Point"",""coordinates"":[114.2269212,-8.384463799999999]}"
13,16.148712121212125,0.005296022727272712,410.0979924242425,0.19216727107068646,5.272963440488181,2024-01,Location_14,"{""type"":""Point"",""coordinates"":[114.2269212,-8.384463799999999]}"
14,17.444696969696974,0.005162499999999984,512.684696969697,0.3813557548346404,5.289639837000398,2024-01,Location_15,"{""type"":""Point"",""coordinates"":[113.6879561,-8.304029700000001]}"
15,17.46416666666667,0.005165392561983455,514.1351515151516,0.2962246906156308,5.291437060647555,2024-01,Location_16,"{""type"":""Point"",""coordinates"":[113.7439643,-8.0476887]}"
16,19.264128787878786,0.005180148071625328,606.9704924242424,0.4455792998957618,5.287832071409917,2024-01,Location_17,"{""type"":""Point"",""coordinates"":[114.28659600000002,-8.338384]}"
17,19.264128787878786,0.005180148071625328,606.9704924242424,0.4455792998957618,5.287832071409917,2024-01,Location_18,"{""type"":""Point"",""coordinates"":[114.28659600000002,-8.338384]}"
18,19.435530303030305,0.005217045454545439,482.5346969696968,0.2590953308152277,5.282206942785801,2024-01,Location_19,"{""type"":""Point"",""coordinates"":[113.7557968,-8.2473061]}"
19,20.739924242424244,0.005184607438016512,608.3146212121211,0.32510865482922985,5.287397571180269,2024-01,Location_20,"{""type"":""Point"",""coordinates"":[114.253352,-8.293493]}"
20,20.739924242424244,0.005184607438016512,608.3146212121211,0.32510865482922985,5.287397571180269,2024-01,Location_21,"{""type"":""Point"",""coordinates"":[114.253352,-8.293493]}"
21,17.017424242424248,0.005274741735537173,593.5079166666666,0.4184395251695628,5.278658333784187,2024-01,Location_22,"{""type"":""Point"",""coordinates"":[113.591079,-8.223143700000001]}"
22,21.471856060606058,0.005149724517906321,528.7025757575757,0.36243575048417237,5.291530238401926,2024-01,Location_23,"{""type"":""Point"",""coordinates"":[113.6614129,-8.321079100000002]}"
23,17.680075757575754,0.005165306473829185,548.7182575757574,0.1871371267006268,5.289625425971091,2024-01,Location_24,"{""type"":""Point"",""coordinates"":[114.113532,-8.5555238]}"
24,17.680075757575754,0.005165306473829185,548.7182575757574,0.1871371267006268,5.289625425971091,2024-01,Location_25,"{""type"":""Point"",""coordinates"":[114.113532,-8.5555238]}"
25,18.543977272727272,0.005209331955922848,620.3995454545453,0.2640403176288758,5.284647171372618,2024-01,Location_26,"{""type"":""Point"",""coordinates"":[113.9183441,-8.038575200000002]}"
26,19.325719696969703,0.005330096418732766,481.9247727272728,0.21243306421367772,5.268747900167709,2024-01,Location_27,"{""type"":""Point"",""coordinates"":[113.91352180000001,-8.1091517]}"
27,18.84227272727273,0.005182765151515135,671.6646969696972,0.32730932478547625,5.2882284715188295,2024-01,Location_28,"{""type"":""Point"",""coordinates"":[113.8416282,-8.1095361]}"
28,18.31825757575758,0.00515606060606059,581.3329924242424,0.4068655476713299,5.291534107487908,2024-01,Location_29,"{""type"":""Point"",""coordinates"":[113.756745,-8.062593099999999]}"
29,18.215719696969696,0.005252272727272712,499.5400378787878,0.3401031917321236,5.278797587119026,2024-01,Location_30,"{""type"":""Point"",""coordinates"":[113.8966437,-8.1111778]}"
30,20.706704545454546,0.005092544765840204,693.536212121212,0.4854173740990844,5.300632947474554,2024-01,Location_31,"{""type"":""Point"",""coordinates"":[113.83961820000002,-8.0655167]}"
31,18.929090909090913,0.005106594352617064,609.3079166666668,0.3134912098647928,5.297797345372262,2024-01,Location_32,"{""type"":""Point"",""coordinates"":[113.7145418,-8.343479]}"
32,19.44939393939394,0.005227823691460038,505.26511363636354,0.2947767886570272,5.2812617420850385,2024-01,Location_33,"{""type"":""Point"",""coordinates"":[113.811796,-8.1106879]}"
33,22.17984848484849,0.005127978650137724,738.742424242424,0.29987545872713056,5.297926056763775,2024-01,Location_34,"{""type"":""Point"",""coordinates"":[113.78480230000001,-8.0915488]}"
34,21.649696969696965,0.005143285123966925,718.9198106060607,0.2394845153824959,5.294527243040325,2024-01,Location_35,"{""type"":""Point"",""coordinates"":[113.8546869,-8.1094325]}"
35,20.03617424242424,0.005093457300275466,677.1210984848485,0.3587943307850841,5.301034756559605,2024-01,Location_36,"{""type"":""Point"",""coordinates"":[113.85094620000001,-8.111316500000001]}"
36,18.892348484848483,0.005266219008264446,473.18416666666667,0.4073737197697304,5.276750678860808,2024-01,Location_37,"{""type"":""Point"",""coordinates"":[113.63007000000002,-8.314846]}"
