system:index,VH_diss,VV_asm,VV_contrast,VV_corr,VV_ent,date,location,.geo
0,19.580151515151517,0.005345506198347092,433.7867803030303,0.28924771616426437,5.264392278485552,2024-01,Location_1,"{""type"":""Point"",""coordinates"":[113.65720620000002,-8.313155300000002]}"
1,18.114431818181828,0.0052289084022038405,629.2284848484848,0.23208269687416025,5.283388443661757,2024-01,Location_2,"{""type"":""Point"",""coordinates"":[113.6747281,-8.126344999999999]}"
2,20.70859848484849,0.005557076446280976,736.4954924242425,0.46449713494057915,5.259281552773956,2024-01,Location_3,"{""type"":""Point"",""coordinates"":[113.6137447,-8.197671]}"
3,16.43037878787879,0.005204803719008249,562.921856060606,0.3480909503258797,5.285710778809336,2024-01,Location_4,"{""type"":""Point"",""coordinates"":[113.6176363,-8.216875]}"
4,19.536439393939396,0.005332179752066099,471.27128787878775,0.24026250866132556,5.2676111722698336,2024-01,Location_5,"{""type"":""Point"",""coordinates"":[113.82875100000001,-8.182679]}"
5,20.822007575757578,0.005194214876033041,679.8191287878786,0.507441058014161,5.29022417122939,2024-01,Location_6,"{""type"":""Point"",""coordinates"":[113.5896353,-8.2080691]}"
6,19.644903984086874,0.006241461492238906,611.984290330295,0.36237160137746977,5.113551334398349,2024-01,Location_7,"{""type"":""Point"",""coordinates"":[113.8081422,-8.177860699999998]}"
7,17.231250000000003,0.005289600550964171,415.27765151515155,0.32265254116661435,5.27436967300256,2024-01,Location_8,"{""type"":""Point"",""coordinates"":[113.3701317,-8.225525499999998]}"
8,18.44806818181818,0.005256818181818165,494.2356439393939,0.28473852258161925,5.27695582778156,2024-01,Location_9,"{""type"":""Point"",""coordinates"":[113.7229582,-8.2671464]}"
9,22.60659090909091,0.0054068009641873105,765.0388257575759,0.5269511783166196,5.282356536097794,2024-01,Location_10,"{""type"":""Point"",""coordinates"":[113.67391240000002,-8.187615000000001]}"
10,22.29992424242424,0.005417458677685934,847.5260606060607,0.30221526169710367,5.265927222391444,2024-01,Location_11,"{""type"":""Point"",""coordinates"":[113.7965366,-8.175959100000002]}"
11,18.22428030303031,0.00514447314049585,590.8180681818181,0.5554749123337568,5.293236850778304,2024-01,Location_12,"{""type"":""Point"",""coordinates"":[113.7441651,-8.277093100000002]}"
12,16.093409090909095,0.0053752238292010856,414.2132196969698,0.3350837015322686,5.261341498815902,2024-01,Location_13,"{""type"":""Point"",""coordinates"":[113.42911420000001,-8.200798]}"
13,18.70265151515152,0.00534946625344351,530.5483333333333,0.28565293226687055,5.266912813687589,2024-01,Location_14,"{""type"":""Point"",""coordinates"":[113.83707750000002,-8.184898900000002]}"
14,19.922651515151518,0.00526640840220384,582.6752651515153,0.17080020251962777,5.274966839649523,2024-01,Location_15,"{""type"":""Point"",""coordinates"":[113.8164785,-8.180156499999999]}"
15,16.43075757575758,0.005328288567493097,336.8593560606061,0.18233212161237536,5.2672358560475745,2024-01,Location_16,"{""type"":""Point"",""coordinates"":[113.39371410000001,-8.1667321]}"
16,20.89693181818182,0.005240134297520645,553.5898863636363,0.2509021501684967,5.280391201735587,2024-01,Location_17,"{""type"":""Point"",""coordinates"":[113.60988470000001,-8.172183400000002]}"
17,17.890454545454546,0.0051404786501377244,547.5714772727273,0.42721266012235315,5.293353717624103,2024-01,Location_18,"{""type"":""Point"",""coordinates"":[113.475095,-8.1777618]}"
18,20.649886363636362,0.005151067493112931,535.2226136363635,0.43875026077539253,5.292531819338714,2024-01,Location_19,"{""type"":""Point"",""coordinates"":[113.5530802,-8.2102692]}"
19,17.401704545454546,0.005214325068870508,471.27935606060606,0.5285970415520417,5.283418568322759,2024-01,Location_20,"{""type"":""Point"",""coordinates"":[113.40884,-8.1342059]}"
20,16.138030303030305,0.005310898760330561,409.8282954545455,0.27174733708599,5.269186744058875,2024-01,Location_21,"{""type"":""Point"",""coordinates"":[113.3968056,-8.1601068]}"
21,18.350833333333338,0.005618440082644612,647.1878030303029,0.5214445424828843,5.260295144901035,2024-01,Location_22,"{""type"":""Point"",""coordinates"":[113.61495810000001,-8.205405]}"
22,17.178030303030305,0.005434538567493097,421.5641666666666,0.1571513930158239,5.256440471052335,2024-01,Location_23,"{""type"":""Point"",""coordinates"":[113.3846016,-8.189551200000002]}"
23,18.458787878787884,0.005360537190082629,417.0448484848485,0.2083549350498036,5.263016446641121,2024-01,Location_24,"{""type"":""Point"",""coordinates"":[113.3426857,-8.2945359]}"
24,17.208636363636373,0.005173915289256182,539.1381439393939,0.4283415693713706,5.287787535719605,2024-01,Location_25,"{""type"":""Point"",""coordinates"":[113.61235770000002,-8.185245699999996]}"
25,18.965037878787882,0.005202444903581251,564.9626893939394,0.22445439399180359,5.284211368540584,2024-01,Location_26,"{""type"":""Point"",""coordinates"":[113.67423320000002,-8.117306700000002]}"
26,17.544545454545457,0.005183143939393922,596.712803030303,0.2720335978064394,5.2872019376094075,2024-01,Location_27,"{""type"":""Point"",""coordinates"":[113.41868480000001,-8.103948100000002]}"
27,18.542348484848485,0.005267407024793373,582.3663636363635,0.2909962935757959,5.280056314829888,2024-01,Location_28,"{""type"":""Point"",""coordinates"":[113.640774,-8.117544]}"
28,19.54045454545455,0.005103787878787861,535.5507575757575,0.3297767833319502,5.299459422058331,2024-01,Location_29,"{""type"":""Point"",""coordinates"":[113.6727523,-8.1875401]}"
29,18.479621212121213,0.005176446280991718,496.52992424242416,0.3714234358858827,5.287309526393086,2024-01,Location_30,"{""type"":""Point"",""coordinates"":[113.66804770000002,-8.170991]}"
30,16.611401515151517,0.0053809228650137575,334.6639772727273,0.14388538591742164,5.261598645589976,2024-01,Location_31,"{""type"":""Point"",""coordinates"":[113.36436500000002,-8.239713500000002]}"
31,19.34015151515151,0.005268681129476568,455.8945833333333,0.21188929228293832,5.2772286881873285,2024-01,Location_32,"{""type"":""Point"",""coordinates"":[113.8443242,-8.1855324]}"
32,20.41609848484848,0.005180251377410451,770.1530681818181,0.34347731711800167,5.289944361957327,2024-01,Location_33,"{""type"":""Point"",""coordinates"":[113.87235690000001,-8.1912968]}"
33,18.10837121212121,0.00513378099173552,688.0431060606061,0.3632121015390732,5.294442040745686,2024-01,Location_34,"{""type"":""Point"",""coordinates"":[113.7139078,-8.263916400000001]}"
34,20.325643939393938,0.00521196625344351,720.535,0.26895315772822753,5.288660405264881,2024-01,Location_35,"{""type"":""Point"",""coordinates"":[113.4752136,-8.175067]}"
35,16.315416666666668,0.005177978650137725,418.29757575757566,0.2659727636917366,5.287880713473977,2024-01,Location_36,"{""type"":""Point"",""coordinates"":[113.50607480000001,-8.2298655]}"
36,20.280227272727274,0.005310433884297504,506.94901515151514,0.2861958348553711,5.268776959514093,2024-01,Location_37,"{""type"":""Point"",""coordinates"":[113.55426370000002,-8.2214045]}"
37,17.19613636363637,0.005093181818181801,574.4418939393938,0.392683534401129,5.300449158449405,2024-01,Location_38,"{""type"":""Point"",""coordinates"":[113.59065160000002,-8.2134926]}"
38,17.552575757575763,0.0052511019283746395,503.05772727272733,0.22320155611292805,5.279104678559548,2024-01,Location_39,"{""type"":""Point"",""coordinates"":[113.67629820000002,-8.1284427]}"
39,18.161704545454548,0.005179975895316788,584.2247727272727,0.40894566245444186,5.288288720840835,2024-01,Location_40,"{""type"":""Point"",""coordinates"":[113.68734020000001,-8.1566426]}"
40,17.500340909090912,0.005248106060606044,471.9910984848484,0.28696196173099925,5.278228966521729,2024-01,Location_41,"{""type"":""Point"",""coordinates"":[113.6757587,-8.290543700000002]}"
41,17.780340909090913,0.005108574380165273,547.9697727272727,0.44144218113402217,5.298453734747794,2024-01,Location_42,"{""type"":""Point"",""coordinates"":[113.6639124,-8.2781246]}"
42,18.74852272727273,0.005163842975206595,650.0270454545454,0.4903503363268505,5.291001020527752,2024-01,Location_43,"{""type"":""Point"",""coordinates"":[113.64122160000001,-8.2491758]}"
43,18.989507575757575,0.0052243801652892405,536.802803030303,0.3914231803325901,5.283067967785364,2024-01,Location_44,"{""type"":""Point"",""coordinates"":[113.6982031,-8.2755333]}"
44,25.448749999999993,0.005128323002754804,739.2065909090908,0.27808219078769664,5.296852144671499,2024-01,Location_45,"{""type"":""Point"",""coordinates"":[113.6686536,-8.2542823]}"
45,21.77666666666666,0.005156783746556457,596.6710606060605,0.3165488945116869,5.291448905193268,2024-01,Location_46,"{""type"":""Point"",""coordinates"":[113.65666740000002,-8.2457781]}"
46,21.290643939393938,0.005118095730027532,629.4143181818181,0.3535243379001532,5.296472722075489,2024-01,Location_47,"{""type"":""Point"",""coordinates"":[113.6453361,-8.2425641]}"
47,16.383409090909094,0.005203288567493097,431.9511363636363,0.3753851943046869,5.285582067417825,2024-01,Location_48,"{""type"":""Point"",""coordinates"":[113.6333966,-8.243971]}"
48,18.157992424242426,0.005209882920110177,497.80227272727285,0.2906264053612172,5.283318678989862,2024-01,Location_49,"{""type"":""Point"",""coordinates"":[113.671354,-8.108513]}"
49,19.388181818181817,0.005338722451790617,505.59469696969694,0.26680768410958366,5.265804946569507,2024-01,Location_50,"{""type"":""Point"",""coordinates"":[113.7236479,-8.267479800000004]}"
50,18.24799242424243,0.005161690771349846,598.2956439393939,0.2752101505874764,5.289035958774911,2024-01,Location_51,"{""type"":""Point"",""coordinates"":[113.665341,-8.168233000000003]}"
51,18.191666666666666,0.005221298209366375,644.2949621212122,0.30855288631685673,5.2814336865644735,2024-01,Location_52,"{""type"":""Point"",""coordinates"":[113.42372090000002,-8.0921273]}"
52,16.128712121212125,0.00537856404958676,361.95094696969704,0.15505530156947592,5.260473762237816,2024-01,Location_53,"{""type"":""Point"",""coordinates"":[113.3925671,-8.1697451]}"
