system:index,Aspect,CHIRPS,Elevation,Location,Slope,VH,VV,end_date,start_date,.geo
0_0,227.578554274968,300.99355149269104,276.0,Location_1,5.482877044944179,-15.560315776827375,-9.38514918433928,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.647129,-8.124436]}"
0_1,169.59258843919162,306.5579128265381,191.0,Location_2,3.4534972215035724,-15.535376352274113,-10.20155613279291,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.6823043,-8.138677599999998]}"
0_2,227.57790298415563,302.947793006897,286.0,Location_3,5.482809258675159,-15.110120119797754,-9.719348404457326,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.71161100000002,-8.115392]}"
0_3,262.94479001463804,315.6869602203369,418.0,Location_4,2.5154750377016732,-15.161438434445317,-7.747682403530469,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.87544380000001,-8.068181300000001]}"
0_4,243.67984667345695,217.98137402534485,17.0,Location_5,1.3942807011537441,-16.792973021718858,-8.609811664643054,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.63851320000002,-8.374552699999999]}"
0_5,172.80311427337512,306.5579128265381,180.0,Location_6,2.4913784644992027,-15.663518810036388,-9.792371365876495,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.6824807,-8.1463733]}"
0_6,90.0,306.1149504184723,117.0,Location_7,0.31231779199220594,-16.89148409181137,-9.909208848152089,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.74319700000001,-8.154156]}"
0_7,278.04881572146326,252.87407970428467,80.0,Location_8,2.206955396582801,-14.101610213919436,-9.06529105022935,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.48034140000001,-8.1631425]}"
0_8,187.19719742851183,301.49048686027527,128.0,Location_9,2.4913801738573635,-14.453644331010878,-8.88108338152552,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.662917,-8.1634246]}"
0_9,270.0,228.70927000045776,46.0,Location_10,1.2495399082740324,-16.51670092029919,-10.70210633664828,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.6466796,-8.2975855]}"
0_10,243.6799929592294,216.1498007774353,20.0,Location_11,0.6972471727407639,-17.164721738053473,-10.012518416232416,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.65160880000002,-8.3771715]}"
0_11,270.0,311.1828508377075,534.0,Location_12,0.9365982731130094,-16.835285296087374,-9.532307075273708,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.91008490000002,-8.0325328]}"
0_12,216.74733703911826,306.5579128265381,208.0,Location_13,8.804280147773886,-14.798628366272721,-7.675499979784032,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.65947400000002,-8.145084800000001]}"
0_13,188.21455375621906,181.54221606254578,8.0,Location_14,2.1855193028000457,-17.304324209251238,-9.26450741897312,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.35010940000001,-8.2785625]}"
0_14,350.4413878824435,211.17666745185852,16.0,Location_15,1.8804231461829561,-13.717669525851214,-7.700432146531256,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.375816,-8.2143272]}"
0_15,168.5773345149914,282.6611135005951,114.0,Location_16,1.5766570220305327,-18.78243661987516,-11.761903975725412,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.60951450000002,-8.1626685]}"
0_16,120.710365881729,306.5579128265381,345.0,Location_17,3.6273906570205297,-16.07298822308445,-8.633112592676396,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.671354,-8.1085138]}"
0_17,223.15977246061948,319.7076997756958,482.0,Location_18,5.912566598949568,-13.685835959636952,-8.072006285216645,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.89514230000002,-8.0195522]}"
0_18,198.61415303649733,226.5076847076416,19.0,Location_19,1.9566119084858267,-13.899598433096784,-7.875100336315355,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.40957600000002,-8.2422529]}"
0_19,314.70111817053896,181.54221606254578,19.0,Location_20,0.439513524987292,-16.40765381171778,-10.727803745348718,2024-02,2024-01,"{""type"":""Point"",""coordinates"":[113.39982780000001,-8.2623822]}"
